ad_type,impressions,spend_usd,geo_targeting_included,CPM
Text,10,25500.0,Louisiana,2550000.0
Image,10,100.0,Louisiana,10000.0
Video,10,100.0,Louisiana,10000.0
Text,10,100.0,Louisiana,10000.0
Image,10100,100.0,Louisiana,9.900990099009901
Image,1001,100.0,Louisiana,99.9000999000999
Image,10100,25500.0,Louisiana,2524.7524752475247
Video,10100,100.0,Louisiana,9.900990099009901
Video,10100,550.0,Minnesota,54.45544554455446
Image,10100,550.0,Minnesota,54.45544554455446
Text,10,550.0,Minnesota,55000.0
Image,1001,550.0,Minnesota,549.4505494505495
Video,10,550.0,Minnesota,55000.0
Video,1001,550.0,Minnesota,549.4505494505495
Text,10100,550.0,Minnesota,54.45544554455446
Image,110,550.0,Minnesota,5000.0
Video,1001,25500.0,Minnesota,25474.525474525475
Video,10,25500.0,Minnesota,2550000.0
Text,1001,25500.0,Minnesota,25474.525474525475
Video,110,25500.0,Minnesota,231818.18181818182
Text,10100,25500.0,Minnesota,2524.7524752475247
Video,10100,25500.0,Minnesota,2524.7524752475247
Text,10,25500.0,Minnesota,2550000.0
Image,110,25500.0,Minnesota,231818.18181818182
Image,1001,25500.0,Minnesota,25474.525474525475
Image,10100,25500.0,Minnesota,2524.7524752475247
Video,10,100.0,Minnesota,10000.0
Text,10,100.0,Minnesota,10000.0
Image,10,100.0,Minnesota,10000.0
Image,10100,100.0,Minnesota,9.900990099009901
Video,10100,100.0,Minnesota,9.900990099009901
Image,1001,100.0,Minnesota,99.9000999000999
Video,110,550.0,Minnesota,5000.0
Text,10100,100.0,Minnesota,9.900990099009901
Text,1001,75000.0,Minnesota,74925.07492507492
Text,10,550.0,Tennessee,55000.0
Video,10,550.0,Tennessee,55000.0
Image,10100,550.0,Tennessee,54.45544554455446
Video,10100,550.0,Tennessee,54.45544554455446
Image,1001,550.0,Tennessee,549.4505494505495
Text,10100,550.0,Tennessee,54.45544554455446
Image,10,550.0,Tennessee,55000.0
Video,1001,550.0,Tennessee,549.4505494505495
Video,1001,25500.0,Tennessee,25474.525474525475
Image,110,25500.0,Tennessee,231818.18181818182
Video,110,25500.0,Tennessee,231818.18181818182
Text,10100,25500.0,Tennessee,2524.7524752475247
Text,1001,25500.0,Tennessee,25474.525474525475
Image,1001,25500.0,Tennessee,25474.525474525475
Text,10,25500.0,Tennessee,2550000.0
Video,10100,25500.0,Tennessee,2524.7524752475247
Text,10100,100000.0,Tennessee,9900.990099009901
Video,110,100000.0,Tennessee,909090.9090909092
Video,10,100.0,Tennessee,10000.0
Text,10,100.0,Tennessee,10000.0
Image,10,100.0,Tennessee,10000.0
Image,10100,100.0,Tennessee,9.900990099009901
Image,1001,100.0,Tennessee,99.9000999000999
Video,10100,100.0,Tennessee,9.900990099009901
Video,110,75000.0,Tennessee,681818.1818181819
Text,1001,75000.0,Tennessee,74925.07492507492
Image,10100,25500.0,Tennessee,2524.7524752475247
Video,10100,550.0,Wisconsin,54.45544554455446
Video,10,550.0,Wisconsin,55000.0
Video,1001,550.0,Wisconsin,549.4505494505495
Image,10100,550.0,Wisconsin,54.45544554455446
Text,10,550.0,Wisconsin,55000.0
Image,1001,550.0,Wisconsin,549.4505494505495
Text,10100,550.0,Wisconsin,54.45544554455446
Video,110,550.0,Wisconsin,5000.0
Image,110,550.0,Wisconsin,5000.0
Text,1001,550.0,Wisconsin,549.4505494505495
Video,1001,25500.0,Wisconsin,25474.525474525475
Text,1001,25500.0,Wisconsin,25474.525474525475
Text,10100,25500.0,Wisconsin,2524.7524752475247
Video,110,25500.0,Wisconsin,231818.18181818182
Text,10,25500.0,Wisconsin,2550000.0
Image,1001,25500.0,Wisconsin,25474.525474525475
Image,110,25500.0,Wisconsin,231818.18181818182
Video,10100,25500.0,Wisconsin,2524.7524752475247
Image,10,25500.0,Wisconsin,2550000.0
Text,1001,100000.0,Wisconsin,99900.0999000999
Text,10100,100000.0,Wisconsin,9900.990099009901
Video,10,100.0,Wisconsin,10000.0
Image,10100,100.0,Wisconsin,9.900990099009901
Text,10,100.0,Wisconsin,10000.0
Image,10,100.0,Wisconsin,10000.0
Video,10100,100.0,Wisconsin,9.900990099009901
Image,1001,100.0,Wisconsin,99.9000999000999
Video,1001,100.0,Wisconsin,99.9000999000999
Video,110,75000.0,Wisconsin,681818.1818181819
Text,1001,75000.0,Wisconsin,74925.07492507492
Image,10,550.0,Wisconsin,55000.0
Text,110,100000.0,Wisconsin,909090.9090909092
Text,10100,75000.0,Wisconsin,7425.742574257426
Text,10,550.0,California,55000.0
Image,10100,550.0,California,54.45544554455446
Image,1001,550.0,California,549.4505494505495
Text,10100,550.0,California,54.45544554455446
Video,10,550.0,California,55000.0
Video,10100,550.0,California,54.45544554455446
Image,10,550.0,California,55000.0
Video,1001,550.0,California,549.4505494505495
Text,1001,550.0,California,549.4505494505495
Video,110,550.0,California,5000.0
Image,110,550.0,California,5000.0
Text,1001,25500.0,California,25474.525474525475
Video,110,25500.0,California,231818.18181818182
Video,1001,25500.0,California,25474.525474525475
Text,10100,25500.0,California,2524.7524752475247
Image,110,25500.0,California,231818.18181818182
Text,110,25500.0,California,231818.18181818182
Image,10,25500.0,California,2550000.0
Text,10,25500.0,California,2550000.0
Video,10100,25500.0,California,2524.7524752475247
Image,1001,25500.0,California,25474.525474525475
Image,10,100000.0,California,10000000.0
Text,1001,100000.0,California,99900.0999000999
Video,10,100000.0,California,10000000.0
Video,110,100000.0,California,909090.9090909092
Text,110,100000.0,California,909090.9090909092
Text,10,100.0,California,10000.0
Video,10,100.0,California,10000.0
Image,10,100.0,California,10000.0
Image,10100,100.0,California,9.900990099009901
Text,10100,100.0,California,9.900990099009901
Video,1001,100.0,California,99.9000999000999
Video,10100,100.0,California,9.900990099009901
Image,1001,100.0,California,99.9000999000999
Text,1001,75000.0,California,74925.07492507492
Video,110,75000.0,California,681818.1818181819
Text,110,75000.0,California,681818.1818181819
Text,10100,75000.0,California,7425.742574257426
Text,10,550.0,New Jersey,55000.0
Image,10100,550.0,New Jersey,54.45544554455446
Image,1001,550.0,New Jersey,549.4505494505495
Video,10100,550.0,New Jersey,54.45544554455446
Video,10,550.0,New Jersey,55000.0
Text,10100,550.0,New Jersey,54.45544554455446
Video,1001,550.0,New Jersey,549.4505494505495
Video,1001,25500.0,New Jersey,25474.525474525475
Video,110,25500.0,New Jersey,231818.18181818182
Text,10100,25500.0,New Jersey,2524.7524752475247
Image,110,25500.0,New Jersey,231818.18181818182
Text,110,25500.0,New Jersey,231818.18181818182
Image,10,25500.0,New Jersey,2550000.0
Video,10100,25500.0,New Jersey,2524.7524752475247
Text,10,25500.0,New Jersey,2550000.0
Image,1001,25500.0,New Jersey,25474.525474525475
Image,10100,25500.0,New Jersey,2524.7524752475247
Text,1001,25500.0,New Jersey,25474.525474525475
Text,1001,100000.0,New Jersey,99900.0999000999
Text,10,100.0,New Jersey,10000.0
Video,10,100.0,New Jersey,10000.0
Image,10,100.0,New Jersey,10000.0
Image,10100,100.0,New Jersey,9.900990099009901
Image,1001,100.0,New Jersey,99.9000999000999
Video,10100,100.0,New Jersey,9.900990099009901
Video,110,75000.0,New Jersey,681818.1818181819
Image,10,550.0,New Jersey,55000.0
Text,1001,550.0,New Jersey,549.4505494505495
Video,10,100000.0,New Jersey,10000000.0
Video,110,100000.0,New Jersey,909090.9090909092
Text,10100,100.0,New Jersey,9.900990099009901
Image,10,75000.0,New Jersey,7500000.0
Text,10,550.0,Washington,55000.0
Image,1001,550.0,Washington,549.4505494505495
Video,10100,550.0,Washington,54.45544554455446
Image,10100,550.0,Washington,54.45544554455446
Text,10100,550.0,Washington,54.45544554455446
Video,1001,550.0,Washington,549.4505494505495
Text,1001,550.0,Washington,549.4505494505495
Image,110,550.0,Washington,5000.0
Video,1001,25500.0,Washington,25474.525474525475
Video,110,25500.0,Washington,231818.18181818182
Text,1001,25500.0,Washington,25474.525474525475
Text,10100,25500.0,Washington,2524.7524752475247
Text,10,25500.0,Washington,2550000.0
Video,10100,25500.0,Washington,2524.7524752475247
Image,1001,25500.0,Washington,25474.525474525475
Text,10,100.0,Washington,10000.0
Image,10,100.0,Washington,10000.0
Video,10,100.0,Washington,10000.0
Image,10100,100.0,Washington,9.900990099009901
Image,1001,100.0,Washington,99.9000999000999
Text,10100,100.0,Washington,9.900990099009901
Video,10100,100.0,Washington,9.900990099009901
Video,110,75000.0,Washington,681818.1818181819
Video,10,550.0,Washington,55000.0
Video,10100,550.0,Mississippi,54.45544554455446
Image,10100,550.0,Mississippi,54.45544554455446
Video,10,550.0,Mississippi,55000.0
Text,10,550.0,Mississippi,55000.0
Image,1001,550.0,Mississippi,549.4505494505495
Text,10100,550.0,Mississippi,54.45544554455446
Image,110,25500.0,Mississippi,231818.18181818182
Text,1001,25500.0,Mississippi,25474.525474525475
Text,10100,25500.0,Mississippi,2524.7524752475247
Text,10,25500.0,Mississippi,2550000.0
Video,1001,25500.0,Mississippi,25474.525474525475
Video,10100,25500.0,Mississippi,2524.7524752475247
Image,1001,25500.0,Mississippi,25474.525474525475
Video,110,25500.0,Mississippi,231818.18181818182
Image,10,100.0,Mississippi,10000.0
Text,10,100.0,Mississippi,10000.0
Image,10100,100.0,Mississippi,9.900990099009901
Video,10,100.0,Mississippi,10000.0
Video,10100,100.0,Mississippi,9.900990099009901
Image,10100,550.0,North Dakota,54.45544554455446
Text,10,550.0,North Dakota,55000.0
Image,10,550.0,North Dakota,55000.0
Video,10100,550.0,North Dakota,54.45544554455446
Video,10,550.0,North Dakota,55000.0
Image,1001,550.0,North Dakota,549.4505494505495
Text,10100,550.0,North Dakota,54.45544554455446
Video,1001,25500.0,North Dakota,25474.525474525475
Text,10100,25500.0,North Dakota,2524.7524752475247
Text,10,25500.0,North Dakota,2550000.0
Video,10100,25500.0,North Dakota,2524.7524752475247
Image,10100,25500.0,North Dakota,2524.7524752475247
Image,1001,25500.0,North Dakota,25474.525474525475
Image,10100,100.0,North Dakota,9.900990099009901
Text,10,100.0,North Dakota,10000.0
Image,10,100.0,North Dakota,10000.0
Video,10,100.0,North Dakota,10000.0
Text,10100,100.0,North Dakota,9.900990099009901
Image,1001,100.0,North Dakota,99.9000999000999
Text,1001,25500.0,North Dakota,25474.525474525475
Video,10100,100.0,North Dakota,9.900990099009901
Image,10100,550.0,Pennsylvania,54.45544554455446
Video,10,550.0,Pennsylvania,55000.0
Text,10,550.0,Pennsylvania,55000.0
Video,10100,550.0,Pennsylvania,54.45544554455446
Text,10100,550.0,Pennsylvania,54.45544554455446
Video,1001,550.0,Pennsylvania,549.4505494505495
Image,1001,550.0,Pennsylvania,549.4505494505495
Text,1001,550.0,Pennsylvania,549.4505494505495
Video,110,25500.0,Pennsylvania,231818.18181818182
Image,110,25500.0,Pennsylvania,231818.18181818182
Video,1001,25500.0,Pennsylvania,25474.525474525475
Text,10100,25500.0,Pennsylvania,2524.7524752475247
Text,1001,25500.0,Pennsylvania,25474.525474525475
Image,1001,25500.0,Pennsylvania,25474.525474525475
Video,10,25500.0,Pennsylvania,2550000.0
Video,10100,25500.0,Pennsylvania,2524.7524752475247
Image,10100,25500.0,Pennsylvania,2524.7524752475247
Text,10,25500.0,Pennsylvania,2550000.0
Video,110,100000.0,Pennsylvania,909090.9090909092
Video,10,100.0,Pennsylvania,10000.0
Text,10,100.0,Pennsylvania,10000.0
Image,10,100.0,Pennsylvania,10000.0
Image,10100,100.0,Pennsylvania,9.900990099009901
Video,10100,100.0,Pennsylvania,9.900990099009901
Image,1001,100.0,Pennsylvania,99.9000999000999
Video,1001,100.0,Pennsylvania,99.9000999000999
Text,10100,100.0,Pennsylvania,9.900990099009901
Video,110,75000.0,Pennsylvania,681818.1818181819
Image,10,75000.0,Pennsylvania,7500000.0
Image,10,550.0,Pennsylvania,55000.0
Image,110,550.0,Pennsylvania,5000.0
Image,10,25500.0,Pennsylvania,2550000.0
Text,110,25500.0,Pennsylvania,231818.18181818182
Image,110,75000.0,Pennsylvania,681818.1818181819
Video,10100,550.0,Massachusetts,54.45544554455446
Image,10100,550.0,Massachusetts,54.45544554455446
Text,10,550.0,Massachusetts,55000.0
Image,1001,550.0,Massachusetts,549.4505494505495
Video,10,550.0,Massachusetts,55000.0
Text,10100,550.0,Massachusetts,54.45544554455446
Video,1001,550.0,Massachusetts,549.4505494505495
Image,110,550.0,Massachusetts,5000.0
Text,10100,25500.0,Massachusetts,2524.7524752475247
Text,1001,25500.0,Massachusetts,25474.525474525475
Video,1001,25500.0,Massachusetts,25474.525474525475
Video,10100,25500.0,Massachusetts,2524.7524752475247
Video,110,25500.0,Massachusetts,231818.18181818182
Image,110,25500.0,Massachusetts,231818.18181818182
Text,10,25500.0,Massachusetts,2550000.0
Image,1001,25500.0,Massachusetts,25474.525474525475
Image,10,100.0,Massachusetts,10000.0
Text,10,100.0,Massachusetts,10000.0
Image,10100,100.0,Massachusetts,9.900990099009901
Video,10,100.0,Massachusetts,10000.0
Image,1001,100.0,Massachusetts,99.9000999000999
Video,10100,100.0,Massachusetts,9.900990099009901
Video,110,75000.0,Massachusetts,681818.1818181819
Text,1001,75000.0,Massachusetts,74925.07492507492
Video,10,550.0,New Hampshire,55000.0
Text,10,550.0,New Hampshire,55000.0
Image,1001,550.0,New Hampshire,549.4505494505495
Image,10100,550.0,New Hampshire,54.45544554455446
Video,10100,550.0,New Hampshire,54.45544554455446
Video,1001,550.0,New Hampshire,549.4505494505495
Text,10100,550.0,New Hampshire,54.45544554455446
Video,110,25500.0,New Hampshire,231818.18181818182
Video,1001,25500.0,New Hampshire,25474.525474525475
Text,10100,25500.0,New Hampshire,2524.7524752475247
Image,1001,25500.0,New Hampshire,25474.525474525475
Text,1001,25500.0,New Hampshire,25474.525474525475
Text,10,25500.0,New Hampshire,2550000.0
Video,10100,25500.0,New Hampshire,2524.7524752475247
Image,110,25500.0,New Hampshire,231818.18181818182
Image,10100,25500.0,New Hampshire,2524.7524752475247
Text,1001,100000.0,New Hampshire,99900.0999000999
Video,110,100000.0,New Hampshire,909090.9090909092
Text,10,100.0,New Hampshire,10000.0
Image,10,100.0,New Hampshire,10000.0
Video,10,100.0,New Hampshire,10000.0
Image,10100,100.0,New Hampshire,9.900990099009901
Video,10100,100.0,New Hampshire,9.900990099009901
Text,10100,100.0,New Hampshire,9.900990099009901
Image,1001,100.0,New Hampshire,99.9000999000999
Video,110,75000.0,New Hampshire,681818.1818181819
Video,10100,550.0,West Virginia,54.45544554455446
Image,10100,550.0,West Virginia,54.45544554455446
Video,10,550.0,West Virginia,55000.0
Text,10,550.0,West Virginia,55000.0
Image,10,550.0,West Virginia,55000.0
Image,1001,550.0,West Virginia,549.4505494505495
Text,10100,550.0,West Virginia,54.45544554455446
Video,110,25500.0,West Virginia,231818.18181818182
Text,1001,25500.0,West Virginia,25474.525474525475
Video,1001,25500.0,West Virginia,25474.525474525475
Text,10100,25500.0,West Virginia,2524.7524752475247
Video,10100,25500.0,West Virginia,2524.7524752475247
Image,1001,25500.0,West Virginia,25474.525474525475
Text,10,25500.0,West Virginia,2550000.0
Image,110,25500.0,West Virginia,231818.18181818182
Image,10100,25500.0,West Virginia,2524.7524752475247
Text,10,100.0,West Virginia,10000.0
Image,10,100.0,West Virginia,10000.0
Image,10100,100.0,West Virginia,9.900990099009901
Video,10,100.0,West Virginia,10000.0
Image,1001,100.0,West Virginia,99.9000999000999
Video,10100,100.0,West Virginia,9.900990099009901
Video,110,75000.0,West Virginia,681818.1818181819
Video,10100,550.0,North Carolina,54.45544554455446
Video,1001,550.0,North Carolina,549.4505494505495
Image,1001,550.0,North Carolina,549.4505494505495
Text,10,550.0,North Carolina,55000.0
Video,10,550.0,North Carolina,55000.0
Image,10100,550.0,North Carolina,54.45544554455446
Text,10100,550.0,North Carolina,54.45544554455446
Text,1001,550.0,North Carolina,549.4505494505495
Video,1001,25500.0,North Carolina,25474.525474525475
Text,10100,25500.0,North Carolina,2524.7524752475247
Image,110,25500.0,North Carolina,231818.18181818182
Video,110,25500.0,North Carolina,231818.18181818182
Text,1001,25500.0,North Carolina,25474.525474525475
Image,1001,25500.0,North Carolina,25474.525474525475
Text,10,25500.0,North Carolina,2550000.0
Video,10100,25500.0,North Carolina,2524.7524752475247
Image,110,100000.0,North Carolina,909090.9090909092
Video,110,100000.0,North Carolina,909090.9090909092
Text,1001,100000.0,North Carolina,99900.0999000999
Text,110,100000.0,North Carolina,909090.9090909092
Text,10,100000.0,North Carolina,10000000.0
Video,10,100.0,North Carolina,10000.0
Image,10100,100.0,North Carolina,9.900990099009901
Text,10,100.0,North Carolina,10000.0
Image,10,100.0,North Carolina,10000.0
Video,10100,100.0,North Carolina,9.900990099009901
Image,1001,100.0,North Carolina,99.9000999000999
Text,10100,100.0,North Carolina,9.900990099009901
Text,10100,75000.0,North Carolina,7425.742574257426
Video,110,75000.0,North Carolina,681818.1818181819
Image,10,550.0,North Carolina,55000.0
Video,10,25500.0,North Carolina,2550000.0
Text,110,25500.0,North Carolina,231818.18181818182
Text,10100,100000.0,North Carolina,9900.990099009901
Video,10,100000.0,North Carolina,10000000.0
Video,10100,550.0,South Carolina,54.45544554455446
Video,10,550.0,South Carolina,55000.0
Image,1001,550.0,South Carolina,549.4505494505495
Text,10,550.0,South Carolina,55000.0
Image,10100,550.0,South Carolina,54.45544554455446
Text,1001,550.0,South Carolina,549.4505494505495
Video,1001,550.0,South Carolina,549.4505494505495
Text,10100,550.0,South Carolina,54.45544554455446
Image,110,550.0,South Carolina,5000.0
Video,1001,25500.0,South Carolina,25474.525474525475
Video,110,25500.0,South Carolina,231818.18181818182
Text,1001,25500.0,South Carolina,25474.525474525475
Text,10,25500.0,South Carolina,2550000.0
Image,110,25500.0,South Carolina,231818.18181818182
Text,10100,25500.0,South Carolina,2524.7524752475247
Video,10100,25500.0,South Carolina,2524.7524752475247
Image,1001,25500.0,South Carolina,25474.525474525475
Text,110,25500.0,South Carolina,231818.18181818182
Video,110,100000.0,South Carolina,909090.9090909092
Text,10,100.0,South Carolina,10000.0
Video,10,100.0,South Carolina,10000.0
Image,10,100.0,South Carolina,10000.0
Image,10100,100.0,South Carolina,9.900990099009901
Image,1001,100.0,South Carolina,99.9000999000999
Video,10100,100.0,South Carolina,9.900990099009901
Text,10100,100.0,South Carolina,9.900990099009901
Video,110,75000.0,South Carolina,681818.1818181819
Text,10100,75000.0,South Carolina,7425.742574257426
Text,1001,75000.0,South Carolina,74925.07492507492
